User ID,His roles,His Skills Set,Specialized Profile ID,Qualifications ID,His Project Catalog ID,Experience ID,Specializations Roles
user_0026,"['PPC Specialist', 'Lead Generation Specialist', 'SEO Specialist']","['HubSpot', 'Facebook Ads', 'A/B Testing', 'Google Ads']",SP_CrossFunctional,QL_Certified,PC_Sales_3,Entry,['Sales']
user_0027,"['SEO Specialist', 'Social Media Manager']","['Content Strategy', 'HubSpot', 'Salesforce']",SP_DualMastery,QL_SelfTaught,PC_Sales_4,Intermediate,['Sales']
user_0028,"['SEO Specialist', 'Social Media Manager', 'Lead Generation Specialist']","['Content Strategy', 'A/B Testing', 'Facebook Ads', 'Salesforce', 'SEO Audit', 'HubSpot']",SP_CrossFunctional,QL_Bachelors,PC_Sales_1,Intermediate,['Sales']
user_0029,['Data Scientist'],"['Kubernetes', 'Go', 'JavaScript', 'TensorFlow', 'React', 'Flutter', 'AWS']",SP_PrimaryFocus,QL_Masters,PC_DevIT_1,Entry,['DevIT']
user_0030,['Lead Generation Specialist'],"['A/B Testing', 'SEO Audit', 'Facebook Ads', 'Google Ads', 'Email Marketing', 'Salesforce']",SP_PrimaryFocus,QL_Bachelors,PC_Sales_4,Intermediate,['Sales']
user_0031,"['Video Editor', 'Brand Strategist', 'Graphic Designer']","['After Effects', 'Premiere Pro', 'Blender']",SP_CrossFunctional,QL_Certified,PC_Design_4,Expert,['Design']
user_0032,"['Translator', 'Customer Service Rep', 'Tax Preparer']","['Auditing', 'AP Style', 'Medical Writing', 'Zendesk', 'Spanish Translation']",SP_CrossFunctional,QL_Certified,PC_Writing_5,Entry,"['Writing', 'Admin', 'Finance']"
user_0033,"['Video Editor', 'UI/UX Designer']","['Adobe Photoshop', 'Sketch', 'After Effects', 'Blender', 'Premiere Pro', 'Figma', 'Illustrator']",SP_DualMastery,QL_Certified,PC_Design_4,Entry,['Design']
user_0034,"['DevOps Specialist', 'Backend Engineer', 'Mobile App Developer']","['Flutter', 'Go', 'Kubernetes', 'SQL', 'AWS', 'TensorFlow']",SP_CrossFunctional,QL_Masters,PC_DevIT_4,Entry,['DevIT']
user_0035,"['Mobile App Developer', 'Backend Engineer']","['JavaScript', 'SQL', 'Kubernetes', 'Node.js', 'Python', 'Django', 'Vue.js']",SP_DualMastery,QL_Masters,PC_DevIT_3,Expert,['DevIT']
user_0036,['Backend Engineer'],"['Django', 'TensorFlow', 'Go']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_5,Entry,['DevIT']
user_0037,['Mobile App Developer'],"['React', 'Dart', 'Kubernetes', 'TensorFlow']",SP_PrimaryFocus,QL_Masters,PC_DevIT_4,Intermediate,['DevIT']
user_0038,"['Backend Engineer', 'Frontend Developer', 'Cloud Engineer']","['AWS', 'Go', 'Node.js']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_3,Entry,['DevIT']
user_0039,['Data Scientist'],"['JavaScript', 'Flutter', 'Django', 'Kubernetes', 'React']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_5,Entry,['DevIT']
user_0040,"['Video Editor', 'Motion Graphics Artist']","['Figma', 'Premiere Pro', 'Adobe Photoshop']",SP_DualMastery,QL_Bachelors,PC_Design_2,Entry,['Design']
user_0041,"['Data Entry Specialist', 'Cloud Engineer']","['TensorFlow', 'Excel Data Analysis', 'Trello', 'Python', 'Dart', 'Scheduling', 'JavaScript']",SP_DualMastery,QL_SelfTaught,PC_Admin_5,Entry,"['DevIT', 'Admin']"
user_0042,['Data Scientist'],"['Node.js', 'React', 'Dart', 'TensorFlow', 'Django', 'Go', 'SQL']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_3,Entry,['DevIT']
user_0043,"['Frontend Developer', 'Data Scientist', 'DevOps Specialist']","['Go', 'SQL', 'Django']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_4,Entry,['DevIT']
user_0044,['Copywriter (Marketing)'],"['Google Ads', 'Content Strategy', 'Facebook Ads', 'HubSpot', 'Email Marketing']",SP_PrimaryFocus,QL_Certified,PC_Sales_4,Entry,['Sales']
user_0045,"['Motion Graphics Artist', 'Graphic Designer']","['Blender', 'Illustrator', 'After Effects', 'InDesign']",SP_DualMastery,QL_Bachelors,PC_Design_4,Entry,['Design']
user_0046,['Social Media Manager'],"['Email Marketing', 'Facebook Ads', 'A/B Testing']",SP_PrimaryFocus,QL_Certified,PC_Sales_4,Expert,['Sales']
user_0047,"['Social Media Manager', 'Data Entry Specialist', 'Frontend Developer']","['SEO Audit', 'Trello', 'TensorFlow']",SP_CrossFunctional,QL_SelfTaught,PC_Sales_3,Expert,"['DevIT', 'Admin', 'Sales']"
user_0048,"['Copywriter (Marketing)', 'Social Media Manager', 'Lead Generation Specialist']","['Google Ads', 'A/B Testing', 'Facebook Ads', 'HubSpot']",SP_CrossFunctional,QL_Certified,PC_Sales_3,Intermediate,['Sales']
user_0049,"['Frontend Developer', 'Copywriter (Marketing)']","['SEO Audit', 'Dart', 'SQL', 'A/B Testing', 'Content Strategy', 'Email Marketing', 'AWS']",SP_DualMastery,QL_Masters,PC_DevIT_5,Entry,"['DevIT', 'Sales']"
user_0050,"['Copywriter (Marketing)', 'PPC Specialist']","['Google Ads', 'A/B Testing', 'Salesforce', 'Email Marketing', 'HubSpot', 'SEO Audit', 'Facebook Ads']",SP_DualMastery,QL_Certified,PC_Sales_4,Entry,['Sales']
user_0051,['Tax Preparer'],"['Financial Modeling', 'QuickBooks', 'Tax Preparation', 'Auditing', 'Budgeting']",SP_PrimaryFocus,QL_Bachelors,PC_Finance_1,Intermediate,['Finance']
user_0052,"['Financial Analyst', 'Tax Preparer']","['Tax Preparation', 'Financial Modeling', 'SAP FICO', 'Auditing', 'Budgeting', 'QuickBooks']",SP_DualMastery,QL_SelfTaught,PC_Finance_5,Entry,['Finance']
user_0053,['DevOps Specialist'],"['Node.js', 'AWS', 'React', 'TensorFlow', 'Go', 'Django']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_4,Entry,['DevIT']
user_0054,['DevOps Specialist'],"['Go', 'React', 'JavaScript', 'Kubernetes', 'AWS', 'SQL']",SP_PrimaryFocus,QL_Certified,PC_DevIT_4,Intermediate,['DevIT']
user_0055,"['Frontend Developer', 'Backend Engineer', 'DevOps Specialist']","['SQL', 'Kubernetes', 'Python', 'Django', 'Go']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_4,Intermediate,['DevIT']
user_0056,['UI/UX Designer'],"['After Effects', 'Sketch', 'InDesign', 'Illustrator']",SP_PrimaryFocus,QL_Bachelors,PC_Design_4,Entry,['Design']
user_0057,"['Graphic Designer', 'Brand Strategist', 'Motion Graphics Artist']","['InDesign', 'Adobe Photoshop', 'After Effects', 'Blender', 'Premiere Pro', 'Illustrator', 'Figma']",SP_CrossFunctional,QL_Certified,PC_Design_2,Intermediate,['Design']
user_0058,"['PPC Specialist', 'Social Media Manager', 'Lead Generation Specialist']","['Email Marketing', 'SEO Audit', 'Content Strategy', 'Google Ads', 'Facebook Ads']",SP_CrossFunctional,QL_Masters,PC_Sales_3,Entry,['Sales']
user_0059,['Financial Analyst'],"['SAP FICO', 'Financial Modeling', 'Tax Preparation', 'Auditing', 'Budgeting']",SP_PrimaryFocus,QL_Certified,PC_Finance_3,Entry,['Finance']
user_0060,"['Brand Strategist', 'Data Entry Specialist']","['Blender', 'Scheduling', 'Excel Data Analysis', 'Adobe Photoshop', 'After Effects']",SP_DualMastery,QL_Bachelors,PC_Design_5,Intermediate,"['Design', 'Admin']"
user_0061,['Video Editor'],"['Premiere Pro', 'After Effects', 'Sketch']",SP_PrimaryFocus,QL_Masters,PC_Design_5,Expert,['Design']
user_0062,['Data Scientist'],"['SQL', 'Python', 'TensorFlow', 'Vue.js']",SP_PrimaryFocus,QL_Certified,PC_DevIT_2,Entry,['DevIT']
user_0063,"['Video Editor', 'Graphic Designer', 'Brand Strategist']","['After Effects', 'InDesign', 'Sketch', 'Premiere Pro', 'Illustrator', 'Adobe Photoshop']",SP_CrossFunctional,QL_Masters,PC_Design_3,Entry,['Design']
user_0064,"['Brand Strategist', 'Graphic Designer']","['After Effects', 'Premiere Pro', 'Adobe Photoshop']",SP_DualMastery,QL_Bachelors,PC_Design_5,Expert,['Design']
user_0065,"['Content Writer', 'Brand Strategist', 'Bookkeeper']","['After Effects', 'Financial Modeling', 'Blender', 'Budgeting', 'Spanish Translation', 'AP Style', 'Sketch']",SP_CrossFunctional,QL_Certified,PC_Writing_1,Entry,"['Design', 'Writing', 'Finance']"
user_0066,"['Brand Strategist', 'Video Editor', 'UI/UX Designer']","['InDesign', 'After Effects', 'Blender']",SP_CrossFunctional,QL_Bachelors,PC_Design_2,Entry,['Design']
user_0067,"['UI/UX Designer', 'Motion Graphics Artist', 'Video Editor']","['Blender', 'InDesign', 'After Effects', 'Illustrator', 'Figma', 'Sketch', 'Premiere Pro']",SP_CrossFunctional,QL_Certified,PC_Design_4,Intermediate,['Design']
user_0068,['Financial Analyst'],"['Tax Preparation', 'Budgeting', 'SAP FICO', 'Financial Modeling', 'QuickBooks']",SP_PrimaryFocus,QL_SelfTaught,PC_Finance_1,Intermediate,['Finance']
user_0069,"['Backend Engineer', 'Frontend Developer', 'Mobile App Developer']","['React', 'Vue.js', 'Python', 'Node.js', 'Django', 'Dart', 'SQL']",SP_CrossFunctional,QL_Bachelors,PC_DevIT_2,Entry,['DevIT']
user_0070,"['Frontend Developer', 'Virtual Assistant']","['Flutter', 'Microsoft Office', 'Node.js']",SP_DualMastery,QL_Certified,PC_DevIT_1,Intermediate,"['DevIT', 'Admin']"
user_0071,"['Translator', 'Content Writer', 'Editor/Proofreader']","['Medical Writing', 'Academic Research', 'Grammarly Pro', 'AP Style', 'Copyediting']",SP_CrossFunctional,QL_SelfTaught,PC_Writing_4,Intermediate,['Writing']
user_0072,"['Frontend Developer', 'DevOps Specialist']","['Flutter', 'Dart', 'TensorFlow', 'Node.js', 'Kubernetes', 'React']",SP_DualMastery,QL_Masters,PC_DevIT_2,Entry,['DevIT']
user_0073,"['Social Media Manager', 'Copywriter (Marketing)']","['Salesforce', 'Content Strategy', 'HubSpot', 'A/B Testing', 'Email Marketing', 'SEO Audit']",SP_DualMastery,QL_SelfTaught,PC_Sales_5,Entry,['Sales']
user_0074,"['Cloud Engineer', 'Mobile App Developer', 'Backend Engineer']","['AWS', 'SQL', 'Node.js', 'Flutter', 'Vue.js', 'Django']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Intermediate,['DevIT']
user_0075,"['Data Scientist', 'Mobile App Developer', 'DevOps Specialist']","['Python', 'Vue.js', 'Dart', 'Flutter', 'JavaScript', 'TensorFlow', 'Django']",SP_CrossFunctional,QL_Masters,PC_DevIT_4,Entry,['DevIT']
user_0076,"['Graphic Designer', 'Brand Strategist']","['InDesign', 'Blender', 'Premiere Pro', 'Figma', 'Illustrator', 'After Effects', 'Adobe Photoshop']",SP_DualMastery,QL_SelfTaught,PC_Design_4,Entry,['Design']
user_0077,"['Mobile App Developer', 'Cloud Engineer']","['Dart', 'AWS', 'TensorFlow', 'Django', 'Go']",SP_DualMastery,QL_Certified,PC_DevIT_5,Intermediate,['DevIT']
user_0078,['Motion Graphics Artist'],"['Blender', 'Adobe Photoshop', 'Illustrator', 'InDesign', 'Sketch', 'Figma', 'After Effects']",SP_PrimaryFocus,QL_Bachelors,PC_Design_1,Entry,['Design']
user_0079,"['Cloud Engineer', 'PPC Specialist', 'Bookkeeper']","['HubSpot', 'Node.js', 'Budgeting', 'QuickBooks', 'Django', 'Python']",SP_CrossFunctional,QL_Masters,PC_DevIT_1,Intermediate,"['DevIT', 'Finance', 'Sales']"
user_0080,['Data Scientist'],"['Django', 'Dart', 'Kubernetes']",SP_PrimaryFocus,QL_Certified,PC_DevIT_3,Intermediate,['DevIT']
user_0081,"['Ghostwriter', 'Brand Strategist']","['Legal Transcription', 'Blender', 'Figma', 'Medical Writing', 'Illustrator', 'InDesign']",SP_DualMastery,QL_Certified,PC_Writing_4,Entry,"['Design', 'Writing']"
user_0082,"['Mobile App Developer', 'Data Scientist', 'Frontend Developer']","['Dart', 'Python', 'Flutter']",SP_CrossFunctional,QL_Certified,PC_DevIT_3,Intermediate,['DevIT']
user_0083,['UI/UX Designer'],"['Figma', 'Illustrator', 'Adobe Photoshop', 'Premiere Pro', 'Sketch']",SP_PrimaryFocus,QL_Masters,PC_Design_2,Entry,['Design']
user_0084,['DevOps Specialist'],"['AWS', 'JavaScript', 'React']",SP_PrimaryFocus,QL_Certified,PC_DevIT_5,Intermediate,['DevIT']
user_0085,"['Frontend Developer', 'Backend Engineer', 'DevOps Specialist']","['Go', 'AWS', 'SQL', 'TensorFlow', 'Django']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Intermediate,['DevIT']
user_0086,['Translator'],"['AP Style', 'Grammarly Pro', 'Academic Research', 'Copyediting', 'Spanish Translation', 'Medical Writing']",SP_PrimaryFocus,QL_Certified,PC_Writing_3,Expert,['Writing']
user_0087,['Frontend Developer'],"['React', 'Node.js', 'AWS', 'Dart']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_4,Entry,['DevIT']
user_0088,"['Financial Analyst', 'Accountant', 'Bookkeeper']","['Financial Modeling', 'Tax Preparation', 'QuickBooks']",SP_CrossFunctional,QL_Certified,PC_Finance_4,Intermediate,['Finance']
user_0089,"['Copywriter (Marketing)', 'Lead Generation Specialist', 'PPC Specialist']","['Facebook Ads', 'Email Marketing', 'SEO Audit']",SP_CrossFunctional,QL_Bachelors,PC_Sales_1,Entry,['Sales']
user_0090,['Frontend Developer'],"['Dart', 'Django', 'Flutter', 'TensorFlow']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_4,Expert,['DevIT']
user_0091,"['Backend Engineer', 'Frontend Developer']","['AWS', 'React', 'JavaScript', 'Python', 'Vue.js', 'Kubernetes', 'Node.js']",SP_DualMastery,QL_SelfTaught,PC_DevIT_5,Entry,['DevIT']
user_0092,['Cloud Engineer'],"['JavaScript', 'SQL', 'Python', 'Vue.js', 'React', 'Kubernetes', 'TensorFlow']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_3,Intermediate,['DevIT']
user_0093,"['Project Coordinator', 'Data Entry Specialist']","['Excel Data Analysis', 'Microsoft Office', 'Slack']",SP_DualMastery,QL_Certified,PC_Admin_5,Intermediate,['Admin']
user_0094,"['Editor/Proofreader', 'Technical Writer', 'Translator']","['Academic Research', 'AP Style', 'Legal Transcription', 'Medical Writing', 'Grammarly Pro', 'Spanish Translation', 'Copyediting']",SP_CrossFunctional,QL_Certified,PC_Writing_4,Entry,['Writing']
user_0095,"['DevOps Specialist', 'Data Scientist', 'Cloud Engineer']","['SQL', 'TensorFlow', 'Django', 'Node.js', 'Flutter', 'Vue.js']",SP_CrossFunctional,QL_Masters,PC_DevIT_2,Entry,['DevIT']
user_0096,"['Technical Writer', 'Translator', 'Ghostwriter']","['AP Style', 'Spanish Translation', 'Academic Research', 'Grammarly Pro', 'Legal Transcription', 'Medical Writing', 'Copyediting']",SP_CrossFunctional,QL_Certified,PC_Writing_4,Intermediate,['Writing']
user_0097,"['Frontend Developer', 'DevOps Specialist', 'Cloud Engineer']","['Go', 'Vue.js', 'TensorFlow', 'SQL', 'React', 'Node.js', 'Python']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Entry,['DevIT']
user_0098,"['Backend Engineer', 'Frontend Developer']","['TensorFlow', 'JavaScript', 'Node.js', 'Python', 'Go', 'Django', 'React']",SP_DualMastery,QL_Masters,PC_DevIT_1,Intermediate,['DevIT']
user_0099,['Cloud Engineer'],"['Node.js', 'Dart', 'React', 'Kubernetes', 'SQL', 'JavaScript']",SP_PrimaryFocus,QL_Certified,PC_DevIT_2,Intermediate,['DevIT']
user_0100,"['Mobile App Developer', 'Backend Engineer']","['AWS', 'Vue.js', 'JavaScript']",SP_DualMastery,QL_Masters,PC_DevIT_3,Expert,['DevIT']
user_0101,"['Brand Strategist', 'Graphic Designer', 'UI/UX Designer']","['After Effects', 'Adobe Photoshop', 'Premiere Pro', 'Illustrator']",SP_CrossFunctional,QL_Certified,PC_Design_3,Entry,['Design']
user_0102,['UI/UX Designer'],"['Illustrator', 'Premiere Pro', 'Adobe Photoshop', 'InDesign', 'Sketch', 'Figma']",SP_PrimaryFocus,QL_Bachelors,PC_Design_3,Intermediate,['Design']
user_0103,['Customer Service Rep'],"['Microsoft Office', 'CRM Management', 'Scheduling', 'Zendesk', 'Typing Speed 80 WPM', 'Trello']",SP_PrimaryFocus,QL_Bachelors,PC_Admin_5,Entry,['Admin']
user_0104,"['Backend Engineer', 'Mobile App Developer', 'Frontend Developer']","['React', 'TensorFlow', 'Node.js', 'Python', 'Flutter', 'Kubernetes']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_1,Entry,['DevIT']
user_0105,['DevOps Specialist'],"['Flutter', 'Python', 'TensorFlow', 'Vue.js', 'Node.js', 'React']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_5,Entry,['DevIT']
user_0106,"['Social Media Manager', 'SEO Specialist', 'Lead Generation Specialist']","['Google Ads', 'SEO Audit', 'Email Marketing', 'Content Strategy', 'HubSpot']",SP_CrossFunctional,QL_Masters,PC_Sales_1,Intermediate,['Sales']
user_0107,['Video Editor'],"['InDesign', 'Illustrator', 'Figma', 'Adobe Photoshop', 'Premiere Pro']",SP_PrimaryFocus,QL_Bachelors,PC_Design_5,Entry,['Design']
user_0108,"['Video Editor', 'DevOps Specialist']","['Go', 'After Effects', 'Premiere Pro', 'InDesign', 'JavaScript', 'Illustrator', 'SQL']",SP_DualMastery,QL_Certified,PC_Design_5,Intermediate,"['Design', 'DevIT']"
user_0109,"['UI/UX Designer', 'Brand Strategist', 'Graphic Designer']","['Premiere Pro', 'Sketch', 'InDesign', 'Blender', 'Illustrator', 'Figma', 'After Effects']",SP_CrossFunctional,QL_Bachelors,PC_Design_2,Expert,['Design']
user_0110,['Data Scientist'],"['React', 'Dart', 'Kubernetes', 'Flutter', 'Django']",SP_PrimaryFocus,QL_SelfTaught,PC_DevIT_5,Entry,['DevIT']
user_0111,"['Cloud Engineer', 'Data Scientist', 'Frontend Developer']","['Flutter', 'AWS', 'Python', 'Django']",SP_CrossFunctional,QL_Masters,PC_DevIT_2,Intermediate,['DevIT']
user_0112,"['Cloud Engineer', 'Frontend Developer', 'DevOps Specialist']","['Flutter', 'Django', 'SQL', 'JavaScript', 'React', 'Node.js']",SP_CrossFunctional,QL_Masters,PC_DevIT_3,Entry,['DevIT']
user_0113,['Brand Strategist'],"['Sketch', 'InDesign', 'Adobe Photoshop', 'Illustrator', 'Figma', 'After Effects', 'Premiere Pro']",SP_PrimaryFocus,QL_Masters,PC_Design_3,Entry,['Design']
user_0114,"['Cloud Engineer', 'Frontend Developer', 'DevOps Specialist']","['Kubernetes', 'Django', 'Flutter', 'Node.js', 'Dart', 'AWS', 'JavaScript']",SP_CrossFunctional,QL_SelfTaught,PC_DevIT_1,Intermediate,['DevIT']
user_0115,"['Brand Strategist', 'Content Writer']","['Sketch', 'Blender', 'InDesign', 'Academic Research', 'After Effects', 'Copyediting']",SP_DualMastery,QL_Bachelors,PC_Design_2,Intermediate,"['Design', 'Writing']"
user_0116,"['Cloud Engineer', 'Frontend Developer', 'DevOps Specialist']","['Go', 'Flutter', 'JavaScript', 'SQL', 'Django', 'TensorFlow']",SP_CrossFunctional,QL_Certified,PC_DevIT_1,Intermediate,['DevIT']
user_0117,"['Brand Strategist', 'Ghostwriter']","['Adobe Photoshop', 'After Effects', 'Medical Writing', 'Academic Research']",SP_DualMastery,QL_Masters,PC_Design_3,Entry,"['Design', 'Writing']"
user_0118,"['Mobile App Developer', 'Tax Preparer']","['SQL', 'Budgeting', 'Go', 'React']",SP_DualMastery,QL_Certified,PC_DevIT_2,Intermediate,"['DevIT', 'Finance']"
user_0119,"['Backend Engineer', 'Data Scientist']","['Vue.js', 'Flutter', 'JavaScript', 'Python', 'TensorFlow', 'Django', 'Dart']",SP_DualMastery,QL_Bachelors,PC_DevIT_3,Expert,['DevIT']
user_0120,"['Cloud Engineer', 'Video Editor', 'Bookkeeper']","['Financial Modeling', 'Go', 'Kubernetes', 'Blender', 'TensorFlow']",SP_CrossFunctional,QL_Masters,PC_DevIT_2,Intermediate,"['Design', 'DevIT', 'Finance']"
user_0121,"['Data Entry Specialist', 'Ghostwriter', 'UI/UX Designer']","['Zendesk', 'Typing Speed 80 WPM', 'AP Style', 'Grammarly Pro', 'Legal Transcription', 'Academic Research', 'After Effects']",SP_CrossFunctional,QL_Masters,PC_Admin_1,Intermediate,"['Design', 'Writing', 'Admin']"
user_0122,"['Lead Generation Specialist', 'PPC Specialist', 'Copywriter (Marketing)']","['Salesforce', 'Facebook Ads', 'SEO Audit', 'Email Marketing', 'HubSpot', 'A/B Testing']",SP_CrossFunctional,QL_Certified,PC_Sales_5,Entry,['Sales']
user_0123,"['Motion Graphics Artist', 'Video Editor', 'Brand Strategist']","['Premiere Pro', 'Blender', 'Adobe Photoshop']",SP_CrossFunctional,QL_SelfTaught,PC_Design_4,Entry,['Design']
user_0124,"['Cloud Engineer', 'DevOps Specialist', 'Frontend Developer']","['JavaScript', 'Python', 'SQL', 'Flutter', 'Dart', 'AWS', 'Kubernetes']",SP_CrossFunctional,QL_Masters,PC_DevIT_4,Entry,['DevIT']
user_0125,"['Data Scientist', 'Financial Analyst']","['Django', 'Go', 'Python', 'Kubernetes', 'Financial Modeling']",SP_DualMastery,QL_Certified,PC_DevIT_1,Intermediate,"['DevIT', 'Finance']"
user_0126,['DevOps Specialist'],"['Go', 'React', 'TensorFlow', 'Vue.js']",SP_PrimaryFocus,QL_Bachelors,PC_DevIT_2,Entry,['DevIT']
user_0127,"['Frontend Developer', 'Cloud Engineer']","['JavaScript', 'Dart', 'TensorFlow', 'Django', 'React', 'Python']",SP_DualMastery,QL_Bachelors,PC_DevIT_1,Expert,['DevIT']
user_0128,['Social Media Manager'],"['Content Strategy', 'Google Ads', 'Email Marketing', 'HubSpot', 'Salesforce', 'A/B Testing']",SP_PrimaryFocus,QL_Certified,PC_Sales_4,Entry,['Sales']
user_0129,['Technical Writer'],"['AP Style', 'Grammarly Pro', 'Medical Writing', 'Copyediting', 'Spanish Translation', 'Legal Transcription', 'Academic Research']",SP_PrimaryFocus,QL_SelfTaught,PC_Writing_4,Entry,['Writing']
